id,target
0,0
1,0
2,0
3,1
4,0
5,0
6,0
7,0
8,0
9,1
10,1
11,0
12,0
13,1
14,0
15,0
16,0
17,1
18,1
19,1
20,1
21,0
22,1
23,0
24,0
25,0
26,1
27,1
28,1
29,1
30,0
31,0
32,1
33,1
34,0
35,0
36,1
37,1
38,1
39,0
40,0
41,0
42,0
43,0
44,1
45,1
46,0
47,0
48,0
49,1
50,1
51,0
52,0
53,0
54,1
55,0
56,1
57,1
58,1
59,1
60,1
61,0
62,1
63,0
64,0
65,1
66,1
67,0
68,1
69,0
70,0
71,0
72,1
73,1
74,0
75,0
76,0
77,1
78,0
79,1
80,0
81,0
82,0
83,1
84,0
85,1
86,0
87,0
88,1
89,1
90,1
91,1
92,0
93,0
94,1
95,1
96,1
97,1
98,1
99,0
100,0
101,0
102,0
103,1
104,0
105,0
106,1
107,1
108,0
109,0
110,1
111,0
112,1
113,1
114,0
115,1
116,1
117,1
118,1
119,0
120,0
121,1
122,0
123,0
124,1
125,0
126,1
127,0
128,0
129,0
130,0
131,0
132,0
133,1
134,0
135,1
136,1
137,0
138,0
139,1
140,0
141,0
142,0
143,0
144,1
145,0
146,1
147,0
148,1
149,1
150,1
151,1
152,0
153,1
154,0
155,1
156,0
157,0
158,1
159,1
160,0
161,1
162,1
163,0
164,1
165,1
166,0
167,1
168,0
169,0
170,1
171,0
172,0
173,0
174,1
175,0
176,0
177,0
178,0
179,0
180,0
181,1
182,1
183,0
184,0
185,1
186,1
187,0
188,1
189,1
190,0
191,1
192,1
193,0
194,0
195,0
196,1
197,0
198,0
199,0
200,1
201,0
202,0
203,0
204,0
205,1
206,1
207,0
208,0
209,1
210,0
211,0
212,0
213,0
214,1
215,1
216,0
217,0
218,0
219,0
220,1
221,1
222,0
223,0
224,0
225,1
226,0
227,1
228,1
229,0
230,0
231,0
232,0
233,1
234,1
235,1
236,0
237,0
238,1
239,0
240,1
241,1
242,1
243,0
244,0
245,0
246,1
247,0
248,1
249,0
250,0
251,0
252,0
253,1
254,1
255,0
256,1
257,1
258,1
259,0
260,0
261,1
262,1
263,0
264,0
265,1
266,0
267,0
268,1
269,1
270,1
271,1
272,0
273,1
274,0
275,1
276,0
277,0
278,1
279,0
280,0
281,0
282,1
283,1
284,1
285,0
286,1
287,0
288,1
289,1
290,0
291,0
292,1
293,1
294,1
295,1
296,1
297,0
298,0
299,0
300,1
301,1
302,0
303,1
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,1
312,0
313,0
314,1
315,1
316,0
317,1
318,0
319,1
320,0
321,0
322,1
323,1
324,0
325,1
326,0
327,0
328,0
329,1
330,1
331,0
332,0
333,1
334,1
335,1
336,1
337,0
338,1
339,0
340,0
341,0
342,0
343,1
344,1
345,0
346,1
347,1
348,0
349,0
350,0
351,0
352,1
353,1
354,0
355,1
356,0
357,0
358,0
359,1
360,1
361,1
362,0
363,1
364,0
365,1
366,0
367,0
368,1
369,1
370,0
371,1
372,1
373,1
374,0
375,0
376,0
377,1
378,0
379,0
380,0
381,1
382,0
383,0
384,1
385,0
386,0
387,1
388,0
389,0
390,0
391,0
392,0
393,0
394,1
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,1
403,0
404,1
405,1
406,1
407,0
408,1
409,0
410,1
411,0
412,1
413,1
414,0
415,0
416,1
417,0
418,0
419,1
420,0
421,0
422,0
423,1
424,1
425,1
426,0
427,0
428,0
429,0
430,1
431,0
432,1
433,0
434,1
435,1
436,1
437,0
438,0
439,1
440,1
441,0
442,0
443,0
444,1
445,0
446,1
447,1
448,0
449,0
450,1
451,0
452,1
453,0
454,1
455,0
456,0
457,1
458,1
459,1
460,0
461,0
462,1
463,1
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,1
475,0
476,1
477,1
478,1
479,1
480,0
481,1
482,1
483,0
484,0
485,1
486,0
487,0
488,1
489,0
490,1
491,1
492,1
493,1
494,0
495,0
496,1
497,0
498,1
499,0
500,1
501,0
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,0
512,1
513,1
514,1
515,1
516,0
517,0
518,0
519,1
520,0
521,0
522,0
523,1
524,1
525,1
526,0
527,0
528,0
529,0
530,0
531,1
532,1
