id1,id2
9622,9091
777,11127
777,9789
777,798
777,3357
777,4165
9278,4601
9278,10718
9278,10338
9278,9325
9278,11618
9278,1168
9278,11628
9278,10996
9278,1825
9278,8325
9278,10118
9278,5794
9278,10252
9278,8600
9278,11535
9278,6316
9278,4534
9278,579
9278,9632
9278,8487
9278,5181
9278,5696
9278,7230
9278,9275
9278,10041
9278,11068
9278,7507
9278,10437
9278,5604
9278,11596
2890,11256
2890,8477
11411,4601
11411,10718
11411,10338
11411,9325
11411,11618
11411,1168
11411,11628
11411,10996
11411,1825
11411,8325
11411,10118
11411,5794
11411,8600
11411,11535
11411,6316
11411,4534
11411,579
11411,9632
11411,8487
11411,5181
11411,5696
11411,7230
11411,9275
11411,10041
11411,11068
11411,7507
11411,10437
11411,5604
11411,11596
6477,11603
6477,9632
6477,11068
6477,5787
6477,814
6477,10437
6477,11618
6477,10252
6477,7230
6477,11596
6477,11535
7201,10118
7201,11613
7201,1337
7201,9838
2119,4601
2119,10718
2119,10338
2119,9325
2119,11618
2119,1168
2119,11628
2119,10996
2119,1825
2119,8325
2119,10118
2119,5794
2119,10252
2119,8600
2119,11535
2119,6316
2119,4534
2119,579
2119,9632
2119,8487
2119,5181
2119,5696
2119,7230
2119,9275
2119,10041
2119,11068
2119,7507
2119,10437
2119,5604
2119,11596
4598,4601
4598,10718
4598,10338
4598,9325
4598,11618
4598,1168
4598,11628
4598,10996
4598,1825
4598,8325
4598,10118
4598,5794
4598,10252
4598,8600
4598,11535
4598,6316
4598,4534
4598,579
4598,9632
4598,8487
4598,5181
4598,5696
4598,7230
4598,9275
4598,10041
4598,11068
4598,7507
4598,10437
4598,5604
4598,11596
4721,9459
4721,4597
4721,10967
4721,8324
4721,9632
4721,8526
4721,10118
4721,10278
4721,10032
4721,10928
4721,10642
4721,11122
5034,2555
5034,9187
5034,9384
5034,8076
5034,11583
5034,5375
5034,10385
5034,10543
5034,92
5034,253
5034,4530
8841,11377
8841,2840
8841,11535
8841,8195
8841,2243
8841,6485
8841,5276
8841,2881
8841,10118
8841,7064
8841,10536
8841,2892
8841,10196
8841,7705
8841,5768
8841,3728
8841,7742
8841,11216
8841,1078
1098,10199
1098,7493
1098,11466
1098,11416
1098,10588
1098,7342
1098,9638
1098,11012
1098,467
1098,11216
1098,8600
1098,9620
1098,10928
1098,11535
1098,5743
10425,11603
10425,9632
10425,11068
10425,5787
10425,814
10425,10437
10425,11618
10425,7230
10425,11596
10425,11535
2688,9566
2688,11256
2688,11003
2688,10972
2688,5818
2688,10588
2688,8715
2688,8744
2688,10118
2688,11145
2688,10671
2688,1337
7584,4601
7584,10718
7584,10338
7584,9325
7584,11618
7584,1168
7584,11628
7584,10996
7584,1825
7584,8325
7584,10118
7584,5794
7584,10252
7584,8600
7584,11535
7584,6316
7584,4534
7584,579
7584,9632
7584,8487
7584,5181
7584,5696
7584,7230
7584,9275
7584,10041
7584,11068
7584,7507
7584,10437
7584,5604
7584,11596
920,3224
920,4628
920,10588
920,11102
920,10946
920,11535
10570,11127
10372,11570
10372,10750
10372,9892
10372,11614
10372,9326
6549,10318
6549,10967
6549,9853
6549,9632
6549,10118
6549,6238
6549,8501
6549,11466
6549,11339
6549,9113
6549,1337
6549,10928
6549,10260
10190,11155
10190,4332
10190,3195
10190,4222
10190,8907
10190,8752
10190,7732
10190,10100
10190,8211
10190,2991
10190,4432
10190,9655
7791,8511
7791,4727
7791,9383
7791,7791
7791,11426
7791,6718
7791,6467
7791,6567
